metric,mean,std,min,max,median,count
pred_eval_rel_err_max,514.8718009860279,397.99265283570554,8.952499203462782,2042.6423979641158,431.67504351123193,78
robust_eval_spectrum_rel_err_mean,0.13389733100596668,0.13600202050074417,0.009420928069767708,0.8942127356801367,0.09071099510290975,78
robust_eval_spectrum_rel_err_max,0.27484690498309217,0.2660685668810141,0.02637574111920984,1.6692585871844585,0.1954177703354396,78
robust_eval_rel_err_mean,0.35003755122914715,0.2973527652222696,0.026933837606969775,1.8481096972961857,0.27945492861480625,78
robust_eval_rel_err_max,1.0514193482237981,1.4095780113360932,0.08434463049327232,11.031671593337645,0.9773376479549825,78
nelo_eval_spectrum_rel_err_mean,0.48419919677144707,0.044260846327008566,0.35375801778913585,0.5582670520548244,0.4936899282178255,78
nelo_eval_spectrum_rel_err_max,0.9991975416363308,0.0012275727674246242,0.9933227197149338,0.9999998654778759,0.9996548648811364,78
nelo_eval_rel_err_mean,0.999211945291538,0.0012582079420650372,0.9934979283528166,0.9999999885561643,0.9997123863897821,78
nelo_eval_rel_err_max,0.9995766021163224,0.0009384533581065946,0.994804383915347,1.0,0.9999684804842239,78
gt_greens_max_principle,0.9743589743589743,0.15806189751202504,0.0,1.0,1.0,78
gt_greens_monotonicity,0.8811360259980623,0.08679257871147907,0.5298420438884767,0.9929,0.9049952445244525,78
gt_greens_distance_corr,0.8358235430776005,0.19815615814582632,-0.029243477529131846,0.980009434668678,0.884511140300593,78
gt_greens_residual,0.050631586873439896,0.04000858932343749,0.008191064300376236,0.2100095976840496,0.04024563022512434,78
pred_greens_max_principle,0.3717948717948718,0.4832840211530965,0.0,1.0,0.0,78
pred_greens_monotonicity,0.5861048496475444,0.2952490608139725,0.007194244604316547,0.9834,0.6545964678807284,78
pred_greens_distance_corr,0.07885322010631728,0.6309038269717633,-0.9399586780637968,0.9794274640650703,0.022367905624268453,78
pred_greens_residual,0.0016890727115304056,0.003376016203446919,1.51867685672793e-05,0.0240293607050182,0.0004552495408690441,78
robust_greens_max_principle,1.0,0.0,1.0,1.0,1.0,78
robust_greens_monotonicity,0.8141324434080025,0.15108894861979358,0.27977099236641223,1.0,0.8511253598364756,78
robust_greens_distance_corr,0.506760934108573,0.41534465774725265,-0.6499628734171577,0.9819514535817114,0.6092018989791294,78
robust_greens_residual,0.038893506674388005,0.031029593513087542,0.007575460199417311,0.16391753540365367,0.029421438160898886,78
robust_greens_gt_corr,0.6714858239536928,0.31526898208198195,0.036358218531069866,0.9999999999994372,0.8058836528646119,68
nelo_greens_max_principle,1.0,0.0,1.0,1.0,1.0,78
nelo_greens_monotonicity,0.7968540619740627,0.1584778615987271,0.2525597269624573,1.0,0.830771348677954,78
nelo_greens_distance_corr,0.49464878212582886,0.38614647478581904,-0.8030194609404854,0.9752629591176908,0.5838532095404008,78
nelo_greens_residual,0.050102418791221494,0.11228520364336453,0.005629751529672701,0.9975500257596532,0.025518302105443636,78
nelo_greens_gt_corr,0.6265951764563877,0.28976134537676923,0.012597672185782241,0.9999059379055083,0.6620774614723641,69
gt_geodesic_corr,0.35061404124937007,0.3112368284151323,-0.2643164902933149,0.9775002644117824,0.3341922496059532,78
gt_geodesic_mae,0.22660365738356797,0.08789349104959406,0.0543376230780834,0.5668026505806809,0.21402397361156048,78
gt_geodesic_max_err,0.6968616734942871,0.15623588460396112,0.17413240849654332,0.9958368440015799,0.6851433821001072,78
gt_geodesic_monotonicity,0.6515343985159576,0.12477256741000597,0.3846,0.9381568310428456,0.652658583467983,78
pred_geodesic_corr,0.5404049407849975,0.3811495633125104,-0.4991233739903101,0.9982800596044994,0.6610717070283803,78
pred_geodesic_mae,0.18834944148563215,0.09935360570191697,0.020837770905845928,0.43627533582448197,0.18300859697653676,78
pred_geodesic_max_err,0.5823315739378526,0.2370592969227817,0.08142356664701704,0.9693398022732742,0.6354043922413999,78
pred_geodesic_monotonicity,0.6184801074320938,0.3031147337314264,0.014202840568113623,0.9858,0.7052937712797918,78
robust_pp3d_geodesic_corr,0.6214702909173508,0.390660269689865,-0.48179452766586783,0.9997434770748015,0.8026210602712637,78
robust_pp3d_geodesic_mae,0.12915867593292427,0.09248074998291281,0.0064331222435572415,0.39775577260516093,0.11952861944775958,78
robust_pp3d_geodesic_max_err,0.44945508054152666,0.2639989464785216,0.02665492337564157,0.9759835845204942,0.41171826833657266,78
robust_pp3d_geodesic_monotonicity,0.6696384591833361,0.3212949162342241,0.000600120024004801,0.994,0.7730200155793225,78
nelo_geodesic_corr,0.26436063873625204,0.45629148687727167,-0.8797177219031521,0.9399064983701855,0.3367955871994365,78
nelo_geodesic_mae,0.37488833075400396,0.15625983119879588,0.08843186119223848,0.7197146521662745,0.36709105628290556,78
nelo_geodesic_max_err,0.848553363508371,0.170008496415325,0.3669461755564143,1.0,0.8925213330668065,78
nelo_geodesic_monotonicity,0.5223320505195884,0.2609861352785438,0.028205641128225645,0.9552,0.5754714628777267,78
gt_nnz,72562.30769230769,62424.737773251174,7476.0,271204.0,48340.0,78
gt_density_pct,0.1545187823810416,0.15748377437805655,0.01807077830333886,0.6554307116104869,0.10258436692581738,78
gt_avg_nnz_per_row,7.0333124011070725,0.20878831876414655,6.06351606805293,8.164179104477611,7.001844169953474,78
pred_nnz,245962.20512820513,213592.49383541013,24186.0,903098.0,164677.5,78
pred_density_pct,0.5208234641254654,0.5249013688762867,0.0601749374794941,2.120418297353028,0.3617824604132369,78
pred_avg_nnz_per_row,23.801600982979433,1.003902575691867,21.167036215816704,25.80811232449298,23.977903185830584,78
robust_nnz,81488.97435897436,69211.42287353172,10034.0,292818.0,55815.5,78
robust_density_pct,0.1791635300202772,0.19057551788400148,0.019510955447659614,0.8893377659947537,0.11801870931219363,78
robust_avg_nnz_per_row,8.019437632933355,0.7803834799621074,5.501744591765527,10.444540727902947,7.910145018127266,78
nelo_nnz,241425.10256410256,208493.42279551527,23970.0,860844.0,161659.5,78
nelo_density_pct,0.5128349041900913,0.5172226561968061,0.05735948244774944,2.101481294449354,0.35236806623109307,78
nelo_avg_nnz_per_row,23.408988146447076,0.9681265354716174,20.915373244641536,25.478939157566302,23.614838001714304,78
