metric,mean,std,min,max,median,count
robust_eigvec_cos_top50,0.18865570927501762,0.10609886351861263,0.060446704386830315,0.6834580726596973,0.15245649998992805,78
robust_eigvec_cos_all,0.17668870487539656,0.10142195538145514,0.056227973972639816,0.6557527077445037,0.14503679549024023,78
robust_eigvec_cos_0,0.676124552219395,0.38568943335006467,7.751558640264191e-09,1.000000000000002,0.9971579939499402,78
robust_eigvec_cos_1,0.48276233822186765,0.37163017201212034,4.605273876713501e-08,0.9999997267647068,0.3527861320740673,78
robust_eigvec_cos_2,0.410769416415183,0.37071957932281685,2.2792915749847902e-06,0.9999997793021072,0.2635939289922875,78
robust_eigvec_cos_3,0.35143221056396134,0.35372310212972186,1.81705026670233e-08,0.9979551422978044,0.19223211426096093,78
robust_eigvec_cos_4,0.36456039950093,0.3381294110100753,1.3550391255797142e-08,0.9991527584586443,0.26511123682419185,78
robust_eigvec_cos_5,0.32162739022146664,0.34315709793037097,4.018351999638966e-08,0.9992786757074902,0.17237176151028225,78
robust_eigvec_cos_6,0.3138237699422406,0.30797229671085574,1.8017740791523877e-06,0.9981276668516393,0.18270567730467907,78
robust_eigvec_cos_7,0.2717622545892896,0.2956477373163932,2.3592657630369784e-05,0.9965053546473763,0.15611272795706232,78
robust_eigvec_cos_8,0.23499220645453173,0.27556681580929193,6.4772892283236165e-09,0.9978015966172793,0.12220404499112048,78
robust_eigvec_cos_9,0.2289038757005058,0.2906306994990761,5.556784656698087e-05,0.995502693853356,0.07494516226540222,78
robust_eigvec_cos_10,0.25659133759645203,0.28334251814049694,0.00023603194281292833,0.9916183537457902,0.15892683866505458,78
robust_eigvec_cos_11,0.18939000428779584,0.24624497568646447,0.00018106464606546793,0.9854700305427891,0.10483658903004789,78
robust_eigvec_cos_12,0.19485603049901273,0.24634552131923648,0.00019944795938224355,0.9890426747459458,0.10807375917254487,78
robust_eigvec_cos_13,0.19116675345339157,0.260708824435391,0.0003433578047483607,0.9979217561799791,0.08254686352215443,78
