train/GeneralizedGradientSupervisionLoss,val_fmap/animals/spectral_nn/biject_error,val_fmap/animals/eval_B/lambda_05,val_fmap/animals/spectral_nn/corr_error,val_fmap/animals/fmap_hks_wks/median_error,val_fmap/animals/eval_A/lambda_50,val_fmap/animals/fmap_hks_wks/biject_error,val_fmap/animals/eval_A/lambda_10,train/area_std,val_fmap/animals/spectral_nn/median_error,val_fmap/animals/fmap_hks_wks/top5_acc,val_fmap/animals/fmap_hks_wks/geo_at_05pct,val_fmap/animals/spectral_nn/geo_at_25pct,train/mcv_magnitude_std,val_fmap/animals/fmap_hks_wks/ortho_error,_timestamp,train/loss,_step,train/stiffness_area_ratio_mean,val_fmap/animals/eval_B/lambda_10,train/GeneralizedLaplacianTestLoss,train/stiffness_max,val_fmap/animals/eval_A/lambda_05,val_fmap/animals/fmap_hks_wks/geo_at_01pct,val_fmap/animals/fmap_hks_wks/diag_ratio,val_fmap/animals/fmap_hks_wks/geo_at_10pct,val_fmap/animals/spectral_nn/top10_acc,val_fmap/animals/eval_A/lambda_100,val_fmap/animals/spectral_nn/mean_error,val_fmap/animals/eval_A/lambda_max,val_fmap/animals/fmap_hks_wks/mean_error,val_fmap/animals/spectral_nn/geo_at_05pct,val_fmap/animals/spectral_nn/geo_mean_error,val_fmap/animals/spectral_nn/accuracy,val_fmap/animals/fmap_hks_wks/top10_acc,train/cosine_similarity,val_fmap/animals/fmap_hks_wks/top3_acc,val_fmap/animals/spectral_nn/diag_ratio,val_fmap/animals/eval_A/lambda_mean,val_fmap/animals/fmap_hks_wks/geomfum_accuracy,val_fmap/animals/spectral_nn/geo_at_10pct,trainer/global_step,val_fmap/animals/fmap_hks_wks/geo_at_25pct,train/mcv_magnitude_mean,val_fmap/animals/eval_B/lambda_20,val_fmap/animals/eval_B/lambda_100,train/stiffness_area_ratio_std,val_fmap/geo@5%,train/area_mean,val_fmap/animals/spectral_nn/top3_acc,train/stiffness_mean,_runtime,val_fmap/animals/spectral_nn/geo_at_01pct,val_fmap/animals/fmap_hks_wks/corr_error,epoch,val_fmap/animals/eval_A/lambda_01,val_fmap/animals/spectral_nn/top5_acc,val_fmap/animals/eval_B/lambda_mean,val_fmap/animals/fmap_hks_wks/geo_mean_error,val_fmap/animals/eval_B/lambda_50,train/stiffness_std,val_fmap/animals/eval_A/lambda_20,train/encoder_weight_norm,val_fmap/animals/spectral_nn/ortho_error,val_fmap/animals/eval_B/lambda_max,train/LogAreaSupervisionLoss,val_fmap/animals/eval_B/lambda_01,val_fmap/animals/fmap_hks_wks/accuracy
0.8864303827285767,,,,,,,,0.10540463030338287,,,,,0.06908823549747467,,1776329458.7119904,45.45570373535156,10,1.4223726987838745,,3.6823010444641113,0.07349792122840881,,,,,,,,,,,,,,0.5230205059051514,,,,,,109,,0.12837053835391998,,,0.06819868087768555,,4.313746929168701,,0.041042182594537735,159.259541356,,,10,,,,,,0.008960027247667313,,24.933656692504883,,,40.8869743347168,,
0.880070686340332,,,,,,,,0.10109980404376984,,,,,0.07574567198753357,,1776329461.1483314,45.11344909667969,11,1.573330044746399,,3.6597111225128174,0.07823104411363602,,,,,,,,,,,,,,0.5243808627128601,,,,,,119,,0.14168678224086761,,,0.07283482700586319,,4.207772731781006,,0.04426984488964081,161.694967166,,,11,,,,,,0.009653007611632347,,24.93500328063965,,,40.573665618896484,,
0.8753774762153625,,,,,,,,0.09837806224822998,,,,,0.08385802805423737,,1776329463.5507057,44.77497863769531,12,1.7343717813491821,,3.639587879180908,0.08368702232837677,,,,,,,,,,,,,,0.5242429971694946,,,,,,129,,0.15609604120254517,,,0.0796000212430954,,4.104230880737305,,0.047626644372940063,164.103206349,,,12,,,,,,0.010294144973158836,,24.936376571655273,,,40.260009765625,,
0.8713168501853943,,,,,,,,0.09481512010097504,,,,,0.09209234267473221,,1776329466.021012,44.419734954833984,13,1.9067360162734985,,3.6143152713775635,0.0893249586224556,,,,,,,,,,,,,,0.5238358378410339,,,,,,139,,0.17145173251628876,,,0.08590035140514374,,3.999868869781494,,0.051013387739658356,166.567999629,,,13,,,,,,0.011036419309675694,,24.937789916992188,,,39.93410873413086,,
0.8683375120162964,,,,,,,,0.09440670907497406,,,,,0.10049475729465485,,1776329468.4381547,44.05836868286133,14,2.0911355018615723,,3.590200662612915,0.09559334069490433,,,,,,,,,,,,,,0.525149941444397,,,,,,149,,0.18756386637687683,,,0.09376679360866547,,3.894254207611084,,0.054469719529151917,168.984805231,,,14,,,,,,0.011774016544222832,,24.939247131347656,,,39.59982681274414,,
0.8657141327857971,,,,,,,,0.09187698364257812,,,,,0.10901528596878052,,1776329470.8392339,43.71326446533203,15,2.282212734222412,,3.567685604095459,0.10086242854595184,,,,,,,,,,,,,,0.5250536799430847,,,,,,159,,0.2044675350189209,,,0.10352024435997009,,3.7954561710357666,,0.05791562423110008,171.385934149,,,15,,,,,,0.012570325285196304,,24.94074058532715,,,39.27986145019531,,
0.8637939691543579,,,,,,,,0.08896946161985397,,,,,0.11862991005182266,,1776329473.4397194,43.35257339477539,16,2.4856576919555664,,3.5459272861480713,0.1066521629691124,,,,,,,,,,,,,,0.5245529413223267,,,,,,169,,0.22257721424102783,,,0.11001167446374893,,3.6939070224761963,,0.06141866743564606,173.986178468,,,16,,,,,,0.013272157870233059,,24.94229507446289,,,38.94285202026367,,
0.8611879348754883,,,,,,,,0.08836228400468826,,,,,0.12828479707241058,,1776329475.86398,42.975868225097656,17,2.700695514678955,,3.5231192111968994,0.11263439059257507,,,,,,,,,,,,,,0.5257809162139893,,,,,,179,,0.24100379645824432,,,0.11867421120405197,,3.5899479389190674,,0.06483419984579086,176.41048424,,,17,,,,,,0.014002703130245209,,24.943904876708984,,,38.5915641784668,,
0.8593462109565735,,,,,,,,0.08345592021942139,,,,,0.1373210847377777,,1776329478.300346,42.60752487182617,18,2.9217112064361572,,3.4993417263031006,0.11743200570344925,,,,,,,,,,,,,,0.525931179523468,,,,,,189,,0.260290265083313,,,0.12641312181949615,,3.4911506175994873,,0.06826300919055939,178.846993447,,,18,,,,,,0.014651033096015453,,24.94553565979004,,,38.248836517333984,,
0.8571606278419495,,,,,,,,0.08151312917470932,,,,,0.1486918330192566,,1776329480.720615,42.23004150390625,19,3.1518359184265137,,3.47953200340271,0.12453129142522812,,,,,,,,,,,,,,0.5264121890068054,,,,,,199,,0.2797223925590515,,,0.13476566970348358,,3.390904426574707,,0.07148312777280807,181.266934256,,,19,,,,,,0.015451597981154919,,24.947189331054688,,,37.893348693847656,,
0.8553531169891357,,,,,,,,0.08033275604248047,,,,,0.16001980006694794,,1776329483.165001,41.87724304199219,20,3.383376121520996,,3.4591116905212402,0.12963351607322693,,,,,,,,,,,,,,0.5269980430603027,,,,,,209,,0.29958146810531616,,,0.147536501288414,,3.3009302616119385,,0.07471650093793869,183.711200691,,,20,,,,,,0.016128618270158768,,24.9488525390625,,,37.56277847290039,,
0.8531544208526611,,,,,,,,0.07747842371463776,,,,,0.16893267631530762,,1776329485.573071,41.510658264160156,21,3.6238489151000977,,3.4385173320770264,0.134612575173378,,,,,,,,,,,,,,0.5287032127380371,,,,,,219,,0.32011789083480835,,,0.15699614584445953,,3.208357572555542,,0.07776978611946106,186.12036763,,,21,,,,,,0.016836872324347496,,24.950557708740234,,,37.21898651123047,,
0.8511274456977844,,,,,,,,0.07798688113689423,,,,,0.17823714017868042,,1776329488.0467873,41.18613815307617,22,3.8583638668060303,,3.420964241027832,0.13932695984840393,,,,,,,,,,,,,,0.528859555721283,,,,,,229,,0.3395787179470062,,,0.16726715862751007,,3.128307580947876,,0.08075284212827682,188.593391252,,,22,,,,,,0.017498914152383804,,24.952289581298828,,,36.9140510559082,,
0.8489776253700256,,,,,,,,0.07675144821405411,,,,,0.19059504568576813,,1776329490.425039,40.825584411621094,23,4.103141784667969,,3.401277780532837,0.14434045553207397,,,,,,,,,,,,,,0.5291369557380676,,,,,,239,,0.35976728796958923,,,0.18104451894760132,,3.0412395000457764,,0.08348328620195389,190.97146633,,,23,,,,,,0.018147140741348267,,24.95404815673828,,,36.5753288269043,,
0.846551775932312,,,,,,,,0.07804923504590988,,,,,0.19896450638771057,,1776329492.7812915,40.48318099975586,24,4.343630313873291,,3.3842689990997314,0.14869140088558197,,,,,,,,,,,,,,0.5309928059577942,,,,,,249,,0.3784504234790802,,,0.1970205456018448,,2.960516929626465,,0.08604096621274948,193.327592025,,,24,,,,,,0.018695544451475143,,24.955795288085938,,,36.25236129760742,,
0.8441459536552429,,,,,,,,0.07653016597032547,,,,,0.20972101390361786,,1776329495.236365,40.16574478149414,25,4.582520961761475,,3.369637966156006,0.15364237129688263,,,,,,,,,,,,,,0.5326739549636841,,,,,,259,,0.39811912178993225,,,0.2087581902742386,,2.886737585067749,,0.08849900215864182,195.78276407,,,25,,,,,,0.019312547519803047,,24.957563400268555,,,35.951961517333984,,
0.8416128754615784,,,,,,,,0.07699447125196457,,,,,0.21917948126792908,,1776329497.5377817,39.83770751953125,26,4.8266520500183105,,3.353294849395752,0.1577712744474411,,,,,,,,,,,,,,0.5333419442176819,,,,,,269,,0.41724351048469543,,,0.22184167802333832,,2.8124659061431885,,0.09080052375793457,198.084061577,,,26,,,,,,0.01993832178413868,,24.959274291992188,,,35.64279556274414,,
0.8390576839447021,,,,,,,,0.07574494183063507,,,,,0.22859519720077515,,1776329499.9959946,39.53717803955078,27,5.0593743324279785,,3.338014841079712,0.16249026358127594,,,,,,,,,,,,,,0.5348350405693054,,,,,,279,,0.43564462661743164,,,0.23475408554077148,,2.745600700378418,,0.09291709959506989,200.542304397,,,27,,,,,,0.020490337163209915,,24.961057662963867,,,35.360111236572266,,
0.8363971710205078,,,,,,,,0.07697780430316925,,,,,0.23575861752033234,,1776329502.429801,39.23634719848633,28,5.293397426605225,,3.3234689235687256,0.16589276492595673,,,,,,,,,,,,,,0.5359624028205872,,,,,,289,,0.4533553123474121,,,0.25813841819763184,,2.6804380416870117,,0.09490398317575455,202.97609055,,,28,,,,,,0.021001936867833138,,24.962865829467773,,,35.076480865478516,,
0.8334416747093201,,,,,,,,0.078403040766716,,,,,0.24268025159835815,,1776329504.8529444,38.93999099731445,29,5.520547866821289,,3.3094170093536377,0.16862578690052032,,,,,,,,,,,,,,0.5369324684143066,,,,,,299,,0.47062623500823975,,,0.2732788920402527,,2.617480993270874,,0.09665617346763611,205.399446357,,,29,,,,,,0.021505802869796753,,24.964651107788086,,,34.7971305847168,,
0.8307003974914551,,,,,,,,0.0800432562828064,,,,,0.25287994742393494,,1776329507.3242915,38.66730499267578,30,5.737125873565674,,3.297797918319702,0.17231670022010803,,,,,,,,,,,,,,0.5384065508842468,,,,,,309,,0.4861714541912079,,,0.2932479679584503,,2.5598177909851074,,0.09823758900165558,207.870512298,,,30,,,,,,0.02198280394077301,,24.96644401550293,,,34.5388069152832,,
0.8276036381721497,,,,,,,,0.08207601308822632,,,,,0.25929591059684753,,1776329509.8227563,38.37081527709961,31,5.961211681365967,,3.2840933799743652,0.17608438432216644,,,,,,,,,,,,,,0.5406922698020935,,,,,,319,,0.5018552541732788,,,0.31350675225257874,,2.499082565307617,,0.09962408989667892,210.369115909,,,31,,,,,,0.022538209334015846,,24.968242645263672,,,34.25911331176758,,
0.8243124485015869,,,,,,,,0.08389776945114136,,,,,0.264616996049881,,1776329512.2510855,38.11053466796875,32,6.172459125518799,,3.2745187282562256,0.17911455035209656,,,,,,,,,,,,,,0.5418833494186401,,,,,,329,,0.5158683657646179,,,0.3381067216396332,,2.446683168411255,,0.10099819302558899,212.797553591,,,32,,,,,,0.02295497991144657,,24.9700927734375,,,34.01169967651367,,
0.8212062120437622,,,,,,,,0.08592010289430618,,,,,0.27170509099960327,,1776329514.5874858,37.86247253417969,33,6.36751127243042,,3.260692596435547,0.18211932480335236,,,,,,,,,,,,,,0.5431811809539795,,,,,,339,,0.5288000702857971,,,0.36298200488090515,,2.398374080657959,,0.1021227166056633,215.133843561,,,33,,,,,,0.02338440902531147,,24.971982955932617,,,33.780574798583984,,
0.8175033330917358,,,,,,,,0.08891472220420837,,,,,0.2750731110572815,,1776329517.034671,37.632389068603516,34,6.541680335998535,,3.2496368885040283,0.18445909023284912,,,,,,,,,,,,,,0.5459360480308533,,,,,,349,,0.5388862490653992,,,0.38254427909851074,,2.353640556335449,,0.10288884490728378,217.581357767,,,34,,,,,,0.023942874744534492,,24.9738826751709,,,33.56524658203125,,
0.8140608668327332,,,,,,,,0.09418759495019913,,,,,0.2782766819000244,,1776329519.3992486,37.40701675415039,35,6.717533111572266,,3.238391637802124,0.18574027717113495,,,,,,,,,,,,,,0.5474390387535095,,,,,,359,,0.549298882484436,,,0.4143327474594116,,2.3107283115386963,,0.10373441874980927,219.945802382,,,35,,,,,,0.0243022833019495,,24.97582244873047,,,33.35456466674805,,
0.8107893466949463,,,,,,,,0.09727068990468979,,,,,0.2808317244052887,,1776329521.8659756,37.18473815917969,36,6.885926723480225,,3.2267234325408936,0.18931807577610016,,,,,,,,,,,,,,0.5502532124519348,,,,,,369,,0.5592175126075745,,,0.444921612739563,,2.2694449424743652,,0.10438907891511917,222.412653008,,,36,,,,,,0.02474372647702694,,24.977718353271484,,,33.1472282409668,,
0.8071725964546204,,,,,,,,0.1038675606250763,,,,,0.28532055020332336,,1776329524.320923,36.97693634033203,37,7.035113334655762,,3.21781325340271,0.1913597285747528,,,,,,,,,,,,,,0.5518120527267456,,,,,,379,,0.5659403800964355,,,0.47587159276008606,,2.2313756942749023,,0.10486206412315369,224.867435182,,,37,,,,,,0.025059174746274948,,24.979698181152344,,,32.95194625854492,,
0.8028269410133362,,,,,,,,0.106904998421669,,,,,0.28585806488990784,,1776329526.703964,36.759498596191406,38,7.184767246246338,,3.2082109451293945,0.1929740458726883,,,,,,,,,,,,,,0.5540949106216431,,,,,,389,,0.5714949369430542,,,0.5118470191955566,,2.1918604373931885,,0.10517708212137222,227.250360369,,,38,,,,,,0.025478379800915718,,24.981733322143555,,,32.74845886230469,,
0.7991819977760315,,,,,,,,0.11129503697156906,,,,,0.2853759229183197,,1776329529.1334875,36.535823822021484,39,7.331082344055176,,3.1982414722442627,0.19537979364395142,,,,,,,,,,,,,,0.5588474273681641,,,,,,399,,0.57576584815979,,,0.5442512631416321,,2.151710033416748,,0.10529093444347382,229.680220666,,,39,,,,,,0.0259387269616127,,24.98379898071289,,,32.53839874267578,,
0.7954460382461548,,,,,,,,0.11377428472042084,,,,,0.2841986119747162,,1776329531.5446858,36.335941314697266,40,7.446709632873535,,3.1850926876068115,0.19794979691505432,,,,,,,,,,,,,,0.5630512237548828,,,,,,409,,0.5775926113128662,,,0.5743917226791382,,2.1173975467681885,,0.10525635629892349,232.091051568,,,40,,,,,,0.02627956122159958,,24.985923767089844,,,32.35540008544922,,
0.7910858988761902,,,,,,,,0.1181243285536766,,,,,0.2812668979167938,,1776329533.9662352,36.141998291015625,41,7.5656890869140625,,3.1761393547058105,0.19834554195404053,,,,,,,,,,,,,,0.5661736130714417,,,,,,419,,0.5795671939849854,,,0.6108795404434204,,2.0837371349334717,,0.10515587031841278,234.512679598,,,41,,,,,,0.026731567457318306,,24.988121032714844,,,32.17477035522461,,
0.7867027521133423,,,,,,,,0.12569557130336761,,,,,0.2804111838340759,,1776329536.3728716,35.96040344238281,42,7.674700736999512,,3.169579029083252,0.20083537697792053,,,,,,,,,,,,,,0.5694889426231384,,,,,,429,,0.5804834365844727,,,0.654517412185669,,2.0526485443115234,,0.10504920035600662,236.919170827,,,42,,,,,,0.02711457945406437,,24.990413665771484,,,32.00412368774414,,
0.7829790115356445,,,,,,,,0.13124781847000122,,,,,0.2758260667324066,,1776329538.9420912,35.80972671508789,43,7.741209506988525,,3.1580562591552734,0.20193959772586823,,,,,,,,,,,,,,0.5745090842247009,,,,,,439,,0.5773999691009521,,,0.6904662847518921,,2.0284297466278076,,0.10460848361253738,239.488528557,,,43,,,,,,0.027580928057432175,,24.992759704589844,,,31.868690490722656,,
0.7788369059562683,,,,,,,,0.13764694333076477,,,,,0.26945099234580994,,1776329541.541986,35.68141555786133,44,7.7892560958862305,,3.1473615169525146,0.20330363512039185,,,,,,,,,,,,,,0.5789403915405273,,,,,,449,,0.5726102590560913,,,0.728785514831543,,2.0079939365386963,,0.1041710376739502,242.088892421,,,44,,,,,,0.02798355743288994,,24.995155334472656,,,31.75521469116211,,
0.7754276394844055,,,,,,,,0.14409565925598145,,,,,0.2637025713920593,,1776329543.9220161,35.52391052246094,45,7.866462230682373,,3.1374294757843018,0.2048976570367813,,,,,,,,,,,,,,0.5844815969467163,,,,,,459,,0.5703508853912354,,,0.7704380750656128,,1.982614517211914,,0.10377342253923416,244.46893931,,,45,,,,,,0.02842222899198532,,24.9975643157959,,,31.611051559448242,,
0.7708187699317932,,,,,,,,0.15181979537010193,,,,,0.2596440017223358,,1776329546.3380127,35.385398864746094,46,7.926980972290039,,3.131498098373413,0.20591355860233307,,,,,,,,,,,,,,0.5891794562339783,,,,,,469,,0.5659701228141785,,,0.815325140953064,,1.9605151414871216,,0.10334812104701996,246.884732317,,,46,,,,,,0.02881714142858982,,25.000102996826172,,,31.48307991027832,,
0.7664560079574585,,,,,,,,0.15729908645153046,,,,,0.2529190480709076,,1776329548.829868,35.290557861328125,47,7.955523490905762,,3.125887870788574,0.20666013658046722,,,,,,,,,,,,,,0.5929176211357117,,,,,,479,,0.5603060126304626,,,0.8490844964981079,,1.945936918258667,,0.10290734469890594,249.376517135,,,47,,,,,,0.02918851561844349,,25.002717971801758,,,31.398212432861328,,
0.7628827691078186,,,,,,,,0.16969113051891327,,,,,0.2488478571176529,,1776329551.3361819,35.153907775878906,48,8.009197235107422,,3.1148297786712646,0.20974013209342957,,,,,,,,,,,,,,0.5991033911705017,,,,,,489,,0.5549993515014648,,,0.9075628519058228,,1.9253900051116943,,0.10236623883247375,251.882494239,,,48,,,,,,0.02967357262969017,,25.00531005859375,,,31.276195526123047,,
0.7589888572692871,,,,,,,,0.1746925264596939,,,,,0.2430032342672348,,1776329554.9374588,35.0463981628418,49,8.050053596496582,,3.1060550212860107,0.2106863409280777,,,,,,,,,,,,,,0.6028786301612854,,,,,,499,,0.5501993894577026,,,0.9459677934646606,,1.9091839790344238,,0.10194273293018341,255.48464088,,,49,,,,,,0.03015291504561901,,25.007953643798828,,,31.181354522705078,,
0.7553505301475525,,,,,,,,0.18260422348976135,,,,,0.23802310228347778,,1776329556.6120563,34.94839096069336,50,8.090301513671875,,3.0978095531463623,0.2114538997411728,,,,,,,,,,,,,,0.6082869172096252,,,,,,509,,0.545391321182251,,,0.9909546971321106,,1.895017147064209,,0.10160353034734726,257.158607173,,,50,,,,,,0.030490146949887276,,25.010610580444336,,,31.095232009887695,,
0.7516021728515625,,,,,,,,0.19188815355300903,,,,,0.23506668210029602,,1776329559.0139337,34.850887298583984,51,8.139791488647461,,3.0926907062530518,0.21378611028194427,,,,,,,,,,,,,,0.6119810342788696,,,,,,519,,0.5419541001319885,,,1.0352981090545654,,1.8805981874465942,,0.10132130980491638,259.560815978,,,51,,,,,,0.03092757798731327,,25.013227462768555,,,31.006591796875,,
0.7473260760307312,,,,,,,,0.20338118076324463,,,,,0.2296636998653412,,1776329561.4098737,34.83838653564453,52,8.106873512268066,,3.0882091522216797,0.21286986768245697,,,,,,,,,,,,,,0.6163264513015747,,,,,,529,,0.5326075553894043,,,1.0727335214614868,,1.8808506727218628,,0.10079754889011383,261.95624782,,,52,,,,,,0.031240221112966537,,25.015989303588867,,,31.00284767150879,,
0.7442413568496704,,,,,,,,0.20294761657714844,,,,,0.22442583739757538,,1776329563.7822132,34.7724723815918,53,8.106019973754883,,3.0837645530700684,0.21533800661563873,,,,,,,,,,,,,,0.620157778263092,,,,,,539,,0.5273966193199158,,,1.088290810585022,,1.870934247970581,,0.1002100333571434,264.328823651,,,53,,,,,,0.03161728009581566,,25.01869773864746,,,30.94446563720703,,
0.7414355278015137,,,,,,,,0.20289646089076996,,,,,0.22082112729549408,,1776329566.2103355,34.5720100402832,54,8.236069679260254,,3.073946475982666,0.21619799733161926,,,,,,,,,,,,,,0.6255953907966614,,,,,,549,,0.528149425983429,,,1.1361254453659058,,1.8393676280975342,,0.10001886636018753,266.757091542,,,54,,,,,,0.03212636336684227,,25.0212459564209,,,30.756624221801758,,
0.7377862930297852,,,,,,,,0.21276547014713287,,,,,0.217658132314682,,1776329568.6975415,34.427467346191406,55,8.330894470214844,,3.066173791885376,0.21775029599666595,,,,,,,,,,,,,,0.6299017071723938,,,,,,559,,0.5286346077919006,,,1.1966530084609985,,1.8181512355804443,,0.09990449249744415,269.243914695,,,55,,,,,,0.0324789397418499,,25.023826599121094,,,30.62350845336914,,
0.7349298596382141,,,,,,,,0.2187945544719696,,,,,0.21391108632087708,,1776329571.091031,34.35386276245117,56,8.360529899597168,,3.0589051246643066,0.21905356645584106,,,,,,,,,,,,,,0.6331360340118408,,,,,,569,,0.5256311893463135,,,1.2303872108459473,,1.808372974395752,,0.09959331154823303,271.637807354,,,56,,,,,,0.03279775381088257,,25.026405334472656,,,30.560026168823242,,
